issue_number,name,cover_date,image_url
1761,"No. 50, 2003",2003-11-24,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9348995-001.jpg
1762,"No. 51, 2003",2003-12-01,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9349350-001.jpg
1763,"No. 52, 2003",2003-12-08,https://comicvine.gamespot.com/a/uploads/original/13/136525/6081996-52.jpg
2046,"No. 46, 2009",2009-10-26,https://comicvine.gamespot.com/a/uploads/original/13/136525/5473299-2009_46-9343521426.jpg
1394,"No. 17, 1996",1996-04-08,https://comicvine.gamespot.com/a/uploads/original/13/136525/5641522-2057318-1996_17.jpg
1,"No. 1, 1968",1968-08-01,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9849429-001.jpg
2143,"No. 46, 2011",2011-11-07,https://comicvine.gamespot.com/a/uploads/original/4/47703/2682869-bleach_c469_001.jpg
838,"No. 51, 1984",1984-12-03,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9874522-001.jpg
1764,"No. 1, 2004",2004-01-01,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9349666-001.jpg
1765,"No. 2, 2004",2004-01-08,https://comicvine.gamespot.com/a/uploads/original/13/136525/5833889-2.jpg
1766,"No. 3, 2004",2004-01-15,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9349786-001.jpg
1767,"No. 4-5, 2004",2004-01-22,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9350273-001.jpg
1768,"No. 6-7, 2004",2004-01-29,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9350301--001.jpg
1769,"No. 8, 2004",2004-02-02,https://comicvine.gamespot.com/a/uploads/original/13/136525/5459295-1769.jpg
1770,"No. 9, 2004",2004-02-09,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9350385-001.jpg
1771,"No. 10, 2004",2004-02-16,https://comicvine.gamespot.com/a/uploads/original/13/136525/5433957-10.jpg
1772,"No. 11, 2004",2004-02-23,https://comicvine.gamespot.com/a/uploads/original/13/136525/5433960-11.jpg
1773,"No. 12, 2004",2004-03-01,https://comicvine.gamespot.com/a/uploads/original/13/136525/5513840-2004_12-9343209170.jpg
1775,"No. 14, 2004",2004-03-15,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9351432-001.jpg
1776,"No. 15, 2004",2004-03-22,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9369368-001.jpg
1777,"No. 16, 2004",2004-03-29,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9369382--001.jpg
1778,"No. 17, 2004",2004-04-05,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9369544-001.jpg
1779,"No. 18, 2004",2004-04-12,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9369563--001.jpg
1780,"No. 19, 2004",2004-04-19,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9370246-001.jpg
1781,"No. 20, 2004",2004-04-26,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9370257--001.jpg
1782,"No. 21, 2004",2004-05-03,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9370375-000.jpg
1783,"No. 22-23, 2004",2004-05-10,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9370392--001.jpg
2191,"No. 47, 2012",2012-11-05,https://comicvine.gamespot.com/a/uploads/original/4/47703/2659880-shonenjump_2012_11_47.jpg
2181,"No. 36-37, 2012",2012-08-27,https://comicvine.gamespot.com/a/uploads/original/4/47703/2682752-onepiece_c676a_001.jpg
2097,"No. 48, 2010",2010-11-15,https://comicvine.gamespot.com/a/uploads/original/4/47703/2682764-bleach_c424_001.jpg
2101,"No. 52, 2010",2010-12-13,https://comicvine.gamespot.com/a/uploads/original/4/47703/2682783-bleach_c428_001.jpg
2134,"No. 37, 2011",2011-09-05,https://comicvine.gamespot.com/a/uploads/original/4/47703/2682859-bleach_c460_001.jpg
2157,"No. 11, 2012",2012-02-27,https://comicvine.gamespot.com/a/uploads/original/4/47703/2682907-bleach_c480_001.jpg
2172,"No. 27, 2012",2012-06-18,https://comicvine.gamespot.com/a/uploads/original/4/47703/2682939-bleach_c494_001.jpg
2184,"No. 40, 2012",2012-09-17,https://comicvine.gamespot.com/a/uploads/original/4/47703/2682949-bleach_c505a_001.jpg
2093,"No. 44, 2010",2010-10-18,https://comicvine.gamespot.com/a/uploads/original/4/47703/2685031-onepiece_c598_001.jpg
2099,"No. 50, 2010",2010-11-29,https://comicvine.gamespot.com/a/uploads/original/4/47703/2685039-onepiece_c604_001.jpg
2108,"No. 9, 2011",2011-02-14,https://comicvine.gamespot.com/a/uploads/original/4/47703/2685041-onepiece_c612_001.jpg
2115,"No. 16, 2011",2011-04-04,https://comicvine.gamespot.com/a/uploads/original/4/47703/2685043-onepiece_c618_002.jpg
2119,"No. 20-21, 2011",2011-05-09,https://comicvine.gamespot.com/a/uploads/original/4/47703/2685047-onepiece_c622_001.jpg
2123,"No. 25, 2011",2011-06-13,https://comicvine.gamespot.com/a/uploads/original/4/47703/2685056-onepiece_c626_001.jpg
2126,"No. 28, 2011",2011-07-04,https://comicvine.gamespot.com/a/uploads/original/4/47703/2685067-onepiece_c644_001.jpg
2142,"No. 45, 2011",2011-10-31,https://comicvine.gamespot.com/a/uploads/original/4/47703/2685063-onepiece_c642_001.jpg
2162,"No. 16, 2012",2012-04-02,https://comicvine.gamespot.com/a/uploads/original/4/47703/2685069-onepiece_c660_001.jpg
2117,"No. 18, 2011",2011-04-25,https://comicvine.gamespot.com/a/uploads/original/4/47703/2685562-shonen_jump_2011_4_2117.jpg
1947,"No. 43, 2007",2007-10-08,https://comicvine.gamespot.com/a/uploads/original/4/47703/2685893-shonen_jump_2007_10_1947.jpg
2168,"No. 23, 2012",2012-05-21,https://comicvine.gamespot.com/a/uploads/original/4/47703/2700027-shonen_jump_2012_05_21685.jpg
2195,"No. 51, 2012",2012-12-03,https://comicvine.gamespot.com/a/uploads/original/4/47703/2996954-shonen%20jump%202012-12%202195.jpg
2053,"No. 53, 2009",2009-12-14,https://comicvine.gamespot.com/a/uploads/original/13/136525/5474695-2009_53-9343491064.jpg
2054,"No. 1, 2010",2010-01-01,https://comicvine.gamespot.com/a/uploads/original/13/136525/5474774-2010_01-9340871353.jpg
2055,"No. 2, 2010",2010-01-08,https://comicvine.gamespot.com/a/uploads/original/13/136525/5474795-2010_02-9343655520.jpg
2025,"No. 24, 2009",2009-05-25,https://comicvine.gamespot.com/a/uploads/original/13/136525/5473188-2009_24-9340762385.jpg
2150,"No. 2, 2012",2012-01-08,https://comicvine.gamespot.com/a/uploads/original/13/136525/6207797-2.png
2197,"No. 1, 2013",2013-01-01,https://comicvine.gamespot.com/a/uploads/original/4/47703/2738829-shonen_jump_2013_01_2197.jpg
2196,"No. 52, 2012",2012-12-10,https://comicvine.gamespot.com/a/uploads/original/13/136525/5288160-52.jpg
2198,"No. 2, 2013",2013-01-08,https://comicvine.gamespot.com/a/uploads/original/4/47703/2740319-shonen_jump_2013_01_2198.jpg
2199,"No. 3, 2013",2013-01-15,https://comicvine.gamespot.com/a/uploads/original/4/47703/2750406-shonen_jump_2013_01_2199.jpg
2200,"No. 4-5, 2013",2013-01-22,https://comicvine.gamespot.com/a/uploads/original/4/47703/2760503-shonen_jump_2013_01_2200.jpg
2201,"No. 6-7, 2013",2013-01-29,https://comicvine.gamespot.com/a/uploads/original/13/136525/5288258-6-7.jpg
2202,"No. 8, 2013",2013-02-04,https://comicvine.gamespot.com/a/uploads/original/4/47703/2815988-shonen_jump_2013_02_2202.jpg
2203,"No. 9, 2013",2013-02-09,https://comicvine.gamespot.com/a/uploads/original/13/136525/5499714-2013_09-9343995900.jpg
2204,"No. 10, 2013",2013-02-18,https://comicvine.gamespot.com/a/uploads/original/13/136525/5288284-10.jpg
2205,"No. 11, 2013",2013-02-25,https://comicvine.gamespot.com/a/uploads/original/13/136525/5192247-11.jpg
2206,"No. 12, 2013",2013-03-04,https://comicvine.gamespot.com/a/uploads/original/13/136525/5192249-12.jpg
2207,"No. 13, 2013",2013-03-11,https://comicvine.gamespot.com/a/uploads/original/13/136525/5192228-13.jpg
2208,"No. 14, 2013",2013-03-18,https://comicvine.gamespot.com/a/uploads/original/4/47703/2963920-shonen%20jump%202013-03%202208.jpg
2209,"No. 15, 2013",2013-03-25,https://comicvine.gamespot.com/a/uploads/original/4/47703/2963922-shonen%20jump%202013-03%202209.jpg
2210,"No. 16, 2013",2013-04-01,https://comicvine.gamespot.com/a/uploads/original/13/136525/5192248-16.jpg
2186,"No. 42, 2012",2012-10-01,https://comicvine.gamespot.com/a/uploads/original/4/47703/2996166-shonen%20jump%202012-10%202186.jpg
2214,"No. 20, 2013",2013-04-29,https://comicvine.gamespot.com/a/uploads/original/13/136525/5738176-2214.jpg
2216,"No. 22-23, 2013",2013-05-20,https://comicvine.gamespot.com/a/uploads/original/4/47703/3002498-shonen%20jump%202013-05%202216.jpg
2221,"No. 28, 2013",2013-06-24,https://comicvine.gamespot.com/a/uploads/original/13/136525/5198685-2221.jpg
2222,"No. 29, 2013",2013-07-01,https://comicvine.gamespot.com/a/uploads/original/4/47703/3114340-shonen%20jump%202013-07%202222%20a.jpg
2036,"No. 35, 2009",2009-08-08,https://comicvine.gamespot.com/a/uploads/original/13/136525/5473235-2009_35-9340756171.jpg
2039,"No. 39, 2009",2009-09-07,https://comicvine.gamespot.com/a/uploads/original/13/136525/5473257-2009_39-9343537494.jpg
2098,"No. 49, 2010",2010-11-22,https://comicvine.gamespot.com/a/uploads/original/4/47703/3157532-l515.01.jpg
2212,"No. 18, 2013",2013-04-15,https://comicvine.gamespot.com/a/uploads/original/4/47703/3157550-shonenjump%202013-04%202212.jpg
2226,"No. 33, 2013",2013-07-29,https://comicvine.gamespot.com/a/uploads/original/13/136525/5500922-2013_33-9343892754.jpg
2114,"No. 15, 2011",2011-03-28,https://comicvine.gamespot.com/a/uploads/original/4/47703/3181120-shonenjump%202011-03%202114.jpg
2124,"No. 26, 2011",2011-06-20,https://comicvine.gamespot.com/a/uploads/original/4/47703/3181123-shonenjump%202011-06%202124.jpg
2131,"No. 33, 2011",2011-08-08,https://comicvine.gamespot.com/a/uploads/original/4/47703/3181131-shonenjump%202011-08%202131.jpg
1855,"No. 47, 2005",2005-11-07,https://comicvine.gamespot.com/a/uploads/original/4/47703/3190182-naruto-5474.jpg
2211,"No. 17, 2013",2013-04-08,https://comicvine.gamespot.com/a/uploads/original/13/136525/5192244-17.jpg
2213,"No. 19, 2013",2013-04-22,https://comicvine.gamespot.com/a/uploads/original/13/136525/5192238-19.jpg
2215,"No. 21, 2013",2013-05-06,https://comicvine.gamespot.com/a/uploads/original/13/136525/5192216-21.jpg
2217,"No. 24, 2013",2013-05-27,https://comicvine.gamespot.com/a/uploads/original/13/136525/5192211-24.jpg
2218,"No. 25, 2013",2013-06-03,https://comicvine.gamespot.com/a/uploads/original/13/136525/5192207-25.jpg
2219,"No. 26, 2013",2013-06-10,https://comicvine.gamespot.com/a/uploads/original/13/136525/5194263-26.jpg
2220,"No. 27, 2013",2013-06-17,https://comicvine.gamespot.com/a/uploads/original/4/47703/3197157-shonenjump%202013-06%202220.jpg
2223,"No. 30, 2013",2013-07-08,https://comicvine.gamespot.com/a/uploads/original/13/136525/5192202-30.jpg
2225,"No. 32, 2013",2013-07-22,https://comicvine.gamespot.com/a/uploads/original/13/136525/5034048-2225.jpg
2027,"No. 26, 2009",2009-06-08,https://comicvine.gamespot.com/a/uploads/original/13/136525/5473198-2009_26-9343547644.jpg
2056,"No. 3-4, 2010",2010-01-14,https://comicvine.gamespot.com/a/uploads/original/13/136525/5474811-2010_03-04-9340865607.jpg
2069,"No. 18, 2010",2010-04-19,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9409986-3423293440-31996.jpg
2077,"No. 27, 2010",2010-06-21,https://comicvine.gamespot.com/a/uploads/original/4/47703/3202297-shonenjump%202010-06%202077.jpg
2084,"No. 34, 2010",2010-08-09,https://comicvine.gamespot.com/a/uploads/original/4/47703/3202384-shonenjump%202010-08%202084.jpg
2092,"No. 43, 2010",2010-10-11,https://comicvine.gamespot.com/a/uploads/original/4/47703/3202418-shonenjump%202010-10%202092.jpg
2193,"No. 49, 2012",2012-11-19,https://comicvine.gamespot.com/a/uploads/original/4/47703/3216658-nisekoi-3677339.jpg
2711,"No. 40, 2023",2023-09-18,https://comicvine.gamespot.com/a/uploads/original/11158/111586527/9081032-2711%282023-40%29.jpg
2685,"No. 12, 2023",2023-03-06,https://comicvine.gamespot.com/a/uploads/original/11161/111610434/8831743-0313613261-FpKabbZaIAAOMu-.jpg
2676,"No. 1, 2023",2023-01-01,https://comicvine.gamespot.com/a/uploads/original/11161/111610434/8743640-7352711460-FjJIxbxXwAYnmdl.jpg
2724,"No. 1, 2024",2024-01-01,https://comicvine.gamespot.com/a/uploads/original/11158/111586527/9186703-2724%282024-01%29.jpg
2227,"No. 34, 2013",2013-08-05,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594197-2227.jpg
2228,"No. 35, 2013",2013-08-12,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594202-2228.jpg
2229,"No. 36, 2013",2013-08-19,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594203-2229.jpg
2230,"No. 37-38, 2013",2013-09-02,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594204-2230.jpg
2231,"No. 39, 2013",2013-09-09,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594198-2231.jpg
2232,"No. 40, 2013",2013-09-16,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594205-2232.jpg
2233,"No. 41, 2013",2013-09-23,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594206-2233.jpg
2234,"No. 42, 2013",2013-09-30,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594207-2234.jpg
2235,"No. 43, 2013",2013-10-07,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594208-2235.jpg
2236,"No. 44, 2013",2013-10-14,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594210-2236.jpg
2237,"No. 45, 2013",2013-10-21,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594211-2237.jpg
2238,"No. 46, 2013",2013-10-28,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594212-2238.jpg
2239,"No. 47, 2013",2013-11-04,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594209-2239.jpg
2240,"No. 48, 2013",2013-11-11,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594214-2240.jpg
2241,"No. 49, 2013",2013-11-18,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594213-2241.jpg
2242,"No. 50, 2013",2013-11-25,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594215-2242.jpg
2243,"No. 51, 2013",2013-12-02,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594216-2243.jpg
2244,"No. 52, 2013",2013-12-09,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594218-2244.jpg
2245,"No. 1, 2014",2014-01-01,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594217-2245.jpg
2246,"No. 2, 2014",2014-01-08,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594220-2246.jpg
2247,"No. 3, 2014",2014-01-15,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594221-2247.jpg
2248,"No. 4-5, 2014",2014-01-22,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594219-2248.jpg
2249,"No. 6-7, 2014",2014-01-29,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594222-2249.jpg
2250,"No. 8, 2014",2014-02-03,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594223-2250.jpg
2251,"No. 9, 2014",2014-02-10,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594225-2251.jpg
2252,"No. 10, 2014",2014-02-17,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594226-2252.jpg
2253,"No. 11, 2014",2014-02-24,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594227-2253.jpg
2254,"No. 12, 2014",2014-03-03,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594224-2254.jpg
2255,"No. 13, 2014",2014-03-10,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594228-2255.jpg
2256,"No. 14, 2014",2014-03-17,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594229-2256.jpg
2257,"No. 15, 2014",2014-03-24,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594232-2257.jpg
2258,"No. 16, 2014",2014-03-31,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594230-2258.jpg
2259,"No. 17, 2014",2014-04-07,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594233-2259.jpg
2260,"No. 18, 2014",2014-04-14,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594231-2260.jpg
2261,"No. 19, 2014",2014-04-21,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594235-2261.jpg
2262,"No. 20, 2014",2014-04-28,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594234-2262.jpg
2263,"No. 21, 2014",2014-05-05,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594237-2263.jpg
2264,"No. 22-23, 2014",2014-05-12,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594236-2264.jpg
2265,"No. 24, 2014",2014-05-26,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594238-2265.jpg
2266,"No. 25, 2014",2014-06-02,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594239-2266.jpg
2267,"No. 26, 2014",2014-06-09,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594242-2267.jpg
2268,"No. 27, 2014",2014-06-16,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594241-2268.jpg
2269,"No. 28, 2014",2014-06-23,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594249-2269.jpg
2270,"No. 29, 2014",2014-06-30,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594247-2270.jpg
2271,"No. 30, 2014",2014-07-07,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594243-2271.jpg
2272,"No. 31, 2014",2014-07-14,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594253-2272.jpg
2273,"No. 32, 2014",2014-07-21,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594252-2273.jpg
2274,"No. 33, 2014",2014-07-28,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594255-2274.jpg
2275,"No. 34, 2014",2014-08-04,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594251-2275.jpg
2276,"No. 35, 2014",2014-08-11,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594256-2276.jpg
2277,"No. 36, 2014",2014-08-18,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594250-2277.jpg
2278,"No. 37-38, 2014",2014-09-01,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594254-2278.jpg
2279,"No. 39, 2014",2014-09-08,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594260-2279.jpg
2280,"No. 40, 2014",2014-09-15,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594257-2280.jpg
2281,"No. 41, 2014",2014-09-22,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594261-2281.jpg
2282,"No. 42, 2014",2014-09-29,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594262-2282.jpg
2283,"No. 43, 2014",2014-10-06,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594263-2283.jpg
2284,"No. 44, 2014",2014-10-13,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594264-2284.jpg
2285,"No. 45, 2014",2014-10-20,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594266-2285.jpg
2286,"No. 46, 2014",2014-10-27,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594267-2286.jpg
2287,"No. 47, 2014",2014-11-03,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594270-2287.jpg
2288,"No. 48, 2014",2014-11-10,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594272-2288.jpg
2289,"No. 49, 2014",2014-11-17,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594271-2289.jpg
2290,"No. 50, 2014",2014-11-24,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594269-2290.jpg
2291,"No. 51, 2014",2014-12-01,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594275-2291.jpg
2292,"No. 52, 2014",2014-12-08,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594273-2292.jpg
2293,"No. 1, 2015",2015-01-01,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9867325-001.jpg
2294,"No. 2, 2015",2015-01-08,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594278-2294.jpg
2295,"No. 3, 2015",2015-01-15,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594276-2295.jpg
2296,"No. 4-5, 2015",2015-01-21,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9867247-001.jpg
2297,"No. 6-7, 2015",2015-01-28,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594280-2297.jpg
2298,"No. 8, 2015",2015-02-02,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9867161-001.jpg
2299,"No. 9, 2015",2015-02-09,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9866969-001.jpg
2300,"No. 10, 2015",2015-02-16,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594283-2300.jpg
2301,"No. 11, 2015",2015-02-23,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594285-2301.jpg
2302,"No. 12, 2015",2015-03-02,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594287-2302.jpg
2303,"No. 13, 2015",2015-03-09,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594286-2303.jpg
2304,"No. 14, 2015",2015-03-16,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594290-2304.jpg
2305,"No. 15, 2015",2015-03-23,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594293-2305.jpg
2306,"No. 16, 2015",2015-03-30,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9302971-001.jpg
2307,"No. 17, 2015",2015-04-06,https://comicvine.gamespot.com/a/uploads/original/6/67663/4594294-2307.jpg
2308,"No. 18, 2015",2015-04-13,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9303085-001.jpg
2309,"No. 19, 2015",2015-04-20,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9303350-001.jpg
2310,"No. 20, 2015",2015-04-27,https://comicvine.gamespot.com/a/uploads/original/11156/111569227/9303368-001.jpg
